locus_tag	ftype	length_bp	gene	EC_number	COG	product
ILNFNBCO_03965	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
ILNFNBCO_03966	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
ILNFNBCO_03967	CDS	894	gltC_2			HTH-type transcriptional regulator GltC
ILNFNBCO_03968	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
ILNFNBCO_03969	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
ILNFNBCO_03970	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
ILNFNBCO_03971	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
ILNFNBCO_03972	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
ILNFNBCO_03973	misc_RNA	290				Rev39_5p_UTR
ILNFNBCO_03974	CDS	90				hypothetical protein
ILNFNBCO_03975	CDS	1521	comM		COG0606	Competence protein ComM
ILNFNBCO_03976	CDS	339				hypothetical protein
ILNFNBCO_03977	CDS	840	hdfR_3			HTH-type transcriptional regulator HdfR
ILNFNBCO_03978	tRNA	76				tRNA-Trp(cca)
ILNFNBCO_03979	tRNA	77				tRNA-Asp(gtc)
ILNFNBCO_03980	CDS	558	rhmT_2			Inner membrane transport protein RhmT
ILNFNBCO_03981	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
ILNFNBCO_03982	CDS	783	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
ILNFNBCO_03983	CDS	1203	cinA			Putative competence-damage inducible protein
ILNFNBCO_03984	CDS	543				hypothetical protein
ILNFNBCO_03985	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
ILNFNBCO_03986	CDS	603	ais	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
ILNFNBCO_03987	CDS	1158	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
ILNFNBCO_03988	CDS	969	arnC_1	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
ILNFNBCO_03989	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
ILNFNBCO_03990	CDS	891	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
ILNFNBCO_03991	CDS	1653	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
ILNFNBCO_03992	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
ILNFNBCO_03993	CDS	387	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
ILNFNBCO_03994	CDS	267	pmrD			Signal transduction protein PmrD
ILNFNBCO_03995	CDS	1356	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
ILNFNBCO_03996	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
ILNFNBCO_03997	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
ILNFNBCO_03998	CDS	759	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
ILNFNBCO_03999	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
ILNFNBCO_04000	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
ILNFNBCO_04001	CDS	306	elaB		COG4575	Protein ElaB
ILNFNBCO_04002	CDS	462	elaA		COG2153	Protein ElaA
ILNFNBCO_04003	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
ILNFNBCO_04004	CDS	1221	elaD	3.4.22.-		Protease ElaD
ILNFNBCO_04005	CDS	504	yfbM			Protein YfbM
ILNFNBCO_04006	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
ILNFNBCO_04007	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
ILNFNBCO_04008	CDS	1842	nuoL_2	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
ILNFNBCO_04009	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
ILNFNBCO_04010	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
ILNFNBCO_04011	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
ILNFNBCO_04012	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
ILNFNBCO_04013	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
ILNFNBCO_04014	misc_RNA	43				nuoG
ILNFNBCO_04015	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
ILNFNBCO_04016	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
ILNFNBCO_04017	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
ILNFNBCO_04018	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
ILNFNBCO_04019	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
ILNFNBCO_04020	CDS	165				hypothetical protein
ILNFNBCO_04021	CDS	939	hdfR_4			HTH-type transcriptional regulator HdfR
ILNFNBCO_04022	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
ILNFNBCO_04023	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
ILNFNBCO_04024	CDS	1833				hypothetical protein
ILNFNBCO_04025	CDS	651	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
ILNFNBCO_04026	CDS	495				hypothetical protein
ILNFNBCO_04027	CDS	456				hypothetical protein
ILNFNBCO_04028	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
ILNFNBCO_04029	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
ILNFNBCO_04030	CDS	1479				hypothetical protein
ILNFNBCO_04031	CDS	543	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
ILNFNBCO_04032	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
ILNFNBCO_04033	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
ILNFNBCO_04034	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
ILNFNBCO_04035	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
ILNFNBCO_04036	CDS	894				Epimerase family protein
ILNFNBCO_04037	CDS	891				ISNCY family transposase ISRor2
ILNFNBCO_04038	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
ILNFNBCO_04039	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
ILNFNBCO_04040	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
ILNFNBCO_04041	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
ILNFNBCO_04042	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
ILNFNBCO_04043	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
ILNFNBCO_04044	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
ILNFNBCO_04045	CDS	489	cvpA		COG1286	Colicin V production protein
ILNFNBCO_04046	misc_RNA	71				naRNA4
ILNFNBCO_04047	misc_RNA	71				naRNA4
ILNFNBCO_04048	misc_RNA	71				naRNA4
ILNFNBCO_04049	CDS	663	dedD			Cell division protein DedD
ILNFNBCO_04050	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
ILNFNBCO_04051	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
ILNFNBCO_04052	CDS	660	dedA		COG0586	Protein DedA
ILNFNBCO_04053	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
ILNFNBCO_04054	CDS	1014	usg		COG0136	USG-1 protein
ILNFNBCO_04055	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
ILNFNBCO_04056	CDS	996	flk			Flagellar regulator flk
ILNFNBCO_04057	CDS	1179	yfcJ			putative MFS-type transporter YfcJ
ILNFNBCO_04058	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
ILNFNBCO_04059	CDS	2007	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
ILNFNBCO_04060	CDS	279				hypothetical protein
ILNFNBCO_04061	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
ILNFNBCO_04062	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
ILNFNBCO_04063	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
ILNFNBCO_04064	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
ILNFNBCO_04065	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
ILNFNBCO_04066	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
ILNFNBCO_04067	CDS	843	yfcO			putative protein YfcO
ILNFNBCO_04068	CDS	522	yfcP			putative fimbrial-like protein YfcP
ILNFNBCO_04069	CDS	246	yfcQ_1			putative fimbrial-like protein YfcQ
ILNFNBCO_04070	CDS	144				hypothetical protein
ILNFNBCO_04071	CDS	342				hypothetical protein
ILNFNBCO_04072	CDS	198				hypothetical protein
ILNFNBCO_04073	CDS	492				hypothetical protein
ILNFNBCO_04074	CDS	375	cbtA_2			Cytoskeleton-binding toxin CbtA
ILNFNBCO_04075	CDS	747				IS3 family transposase ISEc31
ILNFNBCO_04076	CDS	315				IS3 family transposase ISEc31
ILNFNBCO_04077	misc_RNA	123				isrC
ILNFNBCO_04078	CDS	1182	intS_3		COG0582	Prophage integrase IntS
ILNFNBCO_04079	tRNA	95				tRNA-SeC(tca)
ILNFNBCO_04080	CDS	1383	yicJ_2		COG2211	Inner membrane symporter YicJ
ILNFNBCO_04081	CDS	2319	yicI	3.2.1.177	COG1501	Alpha-xylosidase
ILNFNBCO_04082	CDS	1710				hypothetical protein
ILNFNBCO_04083	CDS	1392	xanP		COG2233	Xanthine permease XanP
ILNFNBCO_04084	CDS	1206	gltS		COG0786	Sodium/glutamate symporter
ILNFNBCO_04085	CDS	867				hypothetical protein
ILNFNBCO_04086	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
ILNFNBCO_04087	CDS	690	trmH_2	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
ILNFNBCO_04088	CDS	2109	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
ILNFNBCO_04089	CDS	276	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
ILNFNBCO_04090	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
ILNFNBCO_04091	CDS	1683	ligB	6.5.1.2	COG0272	DNA ligase B
ILNFNBCO_04092	CDS	618				hypothetical protein
ILNFNBCO_04093	CDS	825				hypothetical protein
ILNFNBCO_04094	CDS	864				hypothetical protein
ILNFNBCO_04095	CDS	717	rph	2.7.7.56		Ribonuclease PH
ILNFNBCO_04096	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
ILNFNBCO_04097	CDS	597	slmA			Nucleoid occlusion factor SlmA
ILNFNBCO_04098	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
ILNFNBCO_04099	CDS	1221	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
ILNFNBCO_04100	CDS	669				hypothetical protein
ILNFNBCO_04101	CDS	237	rpmB		COG0227	50S ribosomal protein L28
ILNFNBCO_04102	CDS	168	rpmG		COG0267	50S ribosomal protein L33
ILNFNBCO_04103	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
ILNFNBCO_04104	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
ILNFNBCO_04105	CDS	1278	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
ILNFNBCO_04106	misc_RNA	39				JUMPstart
ILNFNBCO_04107	CDS	1059	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
ILNFNBCO_04108	CDS	1125	rfaG	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
ILNFNBCO_04109	CDS	798	rfaP	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
ILNFNBCO_04110	CDS	1008	gspA_1		COG1442	General stress protein A
ILNFNBCO_04111	CDS	708	rfaY	2.7.1.-		Lipopolysaccharide core heptose(II) kinase RfaY
ILNFNBCO_04112	CDS	1014	gspA_2		COG1442	General stress protein A
ILNFNBCO_04113	CDS	1143	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
ILNFNBCO_04114	CDS	1209				hypothetical protein
ILNFNBCO_04115	CDS	993	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
ILNFNBCO_04116	CDS	1047	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
ILNFNBCO_04117	CDS	933	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
ILNFNBCO_04118	CDS	873	htrL			Protein HtrL
ILNFNBCO_04119	CDS	1197	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
ILNFNBCO_04120	CDS	1026	tdh_3	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
ILNFNBCO_04121	CDS	1017	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
ILNFNBCO_04122	CDS	960				hypothetical protein
ILNFNBCO_04123	CDS	1260	envC		COG4942	Murein hydrolase activator EnvC
ILNFNBCO_04124	CDS	1545	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
ILNFNBCO_04125	CDS	432	yibN		COG0607	putative protein YibN
ILNFNBCO_04126	CDS	252	grxC		COG0695	Glutaredoxin 3
ILNFNBCO_04127	CDS	468	secB		COG1952	Protein-export protein SecB
ILNFNBCO_04128	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
ILNFNBCO_04129	CDS	822	cysE_2	2.3.1.30	COG1045	Serine acetyltransferase
ILNFNBCO_04130	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
ILNFNBCO_04131	CDS	1191	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
ILNFNBCO_04132	CDS	777	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
ILNFNBCO_04133	CDS	1656	lldP		COG1620	L-lactate permease
ILNFNBCO_04134	CDS	4767	ehaG		COG5295	Autotransporter adhesin EhaG
ILNFNBCO_04135	CDS	582	sadB			Inner membrane lipoprotein SadB
ILNFNBCO_04136	CDS	363	yibL			putative protein YibL
ILNFNBCO_04137	CDS	210				hypothetical protein
ILNFNBCO_04138	CDS	588	mtlR		COG3722	Mannitol operon repressor
ILNFNBCO_04139	CDS	1149	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
ILNFNBCO_04140	CDS	1914	mtlA_2		COG2213	PTS system mannitol-specific EIICBA component
ILNFNBCO_04141	CDS	363	yiaW_2			Inner membrane protein YiaW
ILNFNBCO_04142	CDS	1137	yibH		COG1566	Inner membrane protein YibH
ILNFNBCO_04143	CDS	318				hypothetical protein
ILNFNBCO_04144	CDS	462				hypothetical protein
ILNFNBCO_04145	CDS	612				hypothetical protein
ILNFNBCO_04146	CDS	909				hypothetical protein
ILNFNBCO_04147	CDS	348				hypothetical protein
ILNFNBCO_04148	CDS	636				hypothetical protein
ILNFNBCO_04149	CDS	453				hypothetical protein
ILNFNBCO_04150	CDS	468				hypothetical protein
ILNFNBCO_04151	CDS	159				hypothetical protein
ILNFNBCO_04152	CDS	426				hypothetical protein
ILNFNBCO_04153	CDS	426				hypothetical protein
ILNFNBCO_04154	CDS	498				hypothetical protein
ILNFNBCO_04155	CDS	282				hypothetical protein
ILNFNBCO_04156	CDS	204				hypothetical protein
ILNFNBCO_04157	CDS	510				hypothetical protein
ILNFNBCO_04158	CDS	744				hypothetical protein
ILNFNBCO_04159	CDS	1074				hypothetical protein
ILNFNBCO_04160	CDS	855				hypothetical protein
ILNFNBCO_04161	CDS	1773				hypothetical protein
ILNFNBCO_04162	CDS	1035				hypothetical protein
ILNFNBCO_04163	CDS	1968				hypothetical protein
ILNFNBCO_04164	CDS	513				hypothetical protein
ILNFNBCO_04165	CDS	1224				hypothetical protein
ILNFNBCO_04166	CDS	2283				hypothetical protein
ILNFNBCO_04167	CDS	276				hypothetical protein
ILNFNBCO_04168	CDS	225				hypothetical protein
ILNFNBCO_04169	CDS	300				hypothetical protein
ILNFNBCO_04170	CDS	225				hypothetical protein
ILNFNBCO_04171	CDS	501				hypothetical protein
ILNFNBCO_04172	CDS	171				hypothetical protein
ILNFNBCO_04173	CDS	276				hypothetical protein
ILNFNBCO_04174	CDS	300				hypothetical protein
ILNFNBCO_04175	CDS	1014	xerC_5			Tyrosine recombinase XerC
ILNFNBCO_04176	CDS	318				hypothetical protein
ILNFNBCO_04177	CDS	900	yegS	2.7.1.-	COG1597	Lipid kinase YegS
ILNFNBCO_04178	CDS	780	srlR_4		COG1349	Glucitol operon repressor
ILNFNBCO_04179	CDS	1041	gatD	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
ILNFNBCO_04180	CDS	1356	gatC_2		COG3775	PTS system galactitol-specific EIIC component
ILNFNBCO_04181	CDS	285	gatB_2	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
ILNFNBCO_04182	CDS	453	gatA		COG1762	PTS system galactitol-specific EIIA component
ILNFNBCO_04183	CDS	1263	gatZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit GatZ
ILNFNBCO_04184	CDS	855	gatY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit GatY
ILNFNBCO_04185	misc_RNA	71				naRNA4
ILNFNBCO_04186	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
ILNFNBCO_04187	CDS	1278	yegT			Putative nucleoside transporter YegT
ILNFNBCO_04188	CDS	1005	tri1	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
ILNFNBCO_04189	CDS	966	kdgK_2	2.7.1.45		2-dehydro-3-deoxygluconokinase
ILNFNBCO_04190	CDS	747	nagR		COG2188	HTH-type transcriptional repressor NagR
ILNFNBCO_04191	CDS	819				hypothetical protein
ILNFNBCO_04192	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
ILNFNBCO_04193	CDS	789	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
ILNFNBCO_04194	misc_RNA	97				TPP
ILNFNBCO_04195	CDS	240				hypothetical protein
ILNFNBCO_04196	CDS	348				hypothetical protein
ILNFNBCO_04197	CDS	315				hypothetical protein
ILNFNBCO_04198	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
ILNFNBCO_04199	CDS	858	rcnA		COG2215	Nickel/cobalt efflux system RcnA
ILNFNBCO_04200	CDS	339	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
ILNFNBCO_04201	CDS	1035				hypothetical protein
ILNFNBCO_04202	CDS	2481	yehB_3		COG3188	Outer membrane usher protein YehB
ILNFNBCO_04203	CDS	675	yehC_2		COG3121	putative fimbrial chaperone YehC
ILNFNBCO_04204	CDS	543	yehD_2			putative fimbrial-like protein YehD
ILNFNBCO_04205	CDS	282				hypothetical protein
ILNFNBCO_04206	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
ILNFNBCO_04207	CDS	2034	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
ILNFNBCO_04208	CDS	729	yehF			Protein YehF
ILNFNBCO_04209	CDS	2892				hypothetical protein
ILNFNBCO_04210	CDS	1281				hypothetical protein
ILNFNBCO_04211	CDS	1740				hypothetical protein
ILNFNBCO_04212	CDS	3630				hypothetical protein
ILNFNBCO_04213	CDS	318				hypothetical protein
ILNFNBCO_04214	CDS	90				hypothetical protein
ILNFNBCO_04215	misc_RNA	74				OrzO-P
ILNFNBCO_04216	misc_RNA	76				OrzO-P
ILNFNBCO_04217	CDS	1089	yehL		COG0714	putative protein YehL
ILNFNBCO_04218	CDS	1530				hypothetical protein
ILNFNBCO_04219	CDS	732				hypothetical protein
ILNFNBCO_04220	CDS	1137				hypothetical protein
ILNFNBCO_04221	CDS	2004				hypothetical protein
ILNFNBCO_04222	CDS	462	yehR		COG4808	putative lipoprotein YehR
ILNFNBCO_04223	CDS	471				hypothetical protein
ILNFNBCO_04224	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
ILNFNBCO_04225	CDS	1686	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
ILNFNBCO_04226	CDS	1143		1.-.-.-		NADH oxidase
ILNFNBCO_04227	CDS	921	ycjY_4		COG1073	putative protein YcjY
ILNFNBCO_04228	CDS	927	pgrR_2			HTH-type transcriptional regulator PgrR
ILNFNBCO_04229	CDS	357				hypothetical protein
ILNFNBCO_04230	CDS	576	yvgN_2	1.1.1.-	COG0656	Glyoxal reductase
ILNFNBCO_04231	CDS	4254				hypothetical protein
ILNFNBCO_04232	CDS	858	rob_2		COG2207	Right origin-binding protein
ILNFNBCO_04233	CDS	870	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
ILNFNBCO_04234	CDS	594	rclC		COG3059	Inner membrane protein RclC
ILNFNBCO_04235	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
ILNFNBCO_04236	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
ILNFNBCO_04237	CDS	720	lutA		COG0247	Lactate utilization protein A
ILNFNBCO_04238	CDS	1428	lutB		COG1139	Lactate utilization protein B
ILNFNBCO_04239	CDS	696	lutC		COG1556	Lactate utilization protein C
ILNFNBCO_04240	CDS	417				hypothetical protein
ILNFNBCO_04241	CDS	213				hypothetical protein
ILNFNBCO_04242	CDS	1095				hypothetical protein
ILNFNBCO_04243	CDS	762				hypothetical protein
ILNFNBCO_04244	CDS	141				hypothetical protein
ILNFNBCO_04245	CDS	168				hypothetical protein
ILNFNBCO_04246	CDS	135				hypothetical protein
ILNFNBCO_04247	CDS	252				hypothetical protein
ILNFNBCO_04248	CDS	1689	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
ILNFNBCO_04249	CDS	1473	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
ILNFNBCO_04250	CDS	588	betI_2		COG1309	HTH-type transcriptional regulator BetI
ILNFNBCO_04251	CDS	2034	betT		COG1292	High-affinity choline transport protein
ILNFNBCO_04252	CDS	3984				hypothetical protein
ILNFNBCO_04253	CDS	1089	pdeL	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeL
ILNFNBCO_04254	CDS	261	yahB_2			putative HTH-type transcriptional regulator YahB
ILNFNBCO_04255	CDS	711	yahB_3			putative HTH-type transcriptional regulator YahB
ILNFNBCO_04256	CDS	303				hypothetical protein
ILNFNBCO_04257	CDS	606				hypothetical protein
ILNFNBCO_04258	CDS	864				hypothetical protein
ILNFNBCO_04259	CDS	1548	fdrA_1		COG0074	Protein FdrA
ILNFNBCO_04260	CDS	1419				hypothetical protein
ILNFNBCO_04261	CDS	321				hypothetical protein
ILNFNBCO_04262	misc_RNA	70				naRNA4
ILNFNBCO_04263	misc_RNA	70				naRNA4
ILNFNBCO_04264	misc_RNA	70				naRNA4
ILNFNBCO_04265	misc_RNA	70				naRNA4
ILNFNBCO_04266	CDS	951	arcC2_1	2.7.2.2		Carbamate kinase 2
ILNFNBCO_04267	CDS	1383				hypothetical protein
ILNFNBCO_04268	CDS	411				hypothetical protein
ILNFNBCO_04269	CDS	987	lsrB_2			Autoinducer 2-binding protein LsrB
ILNFNBCO_04270	CDS	1485	fruK_4	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
ILNFNBCO_04271	CDS	972	rbsC_4		COG1172	Ribose import permease protein RbsC
ILNFNBCO_04272	CDS	957	lsrD_2			Autoinducer 2 import system permease protein LsrD
ILNFNBCO_04273	CDS	1050	yahK	1.1.1.2	COG1064	Aldehyde reductase YahK
ILNFNBCO_04274	CDS	816				hypothetical protein
ILNFNBCO_04275	tRNA	81				tRNA-Ser(gga)
ILNFNBCO_04276	CDS	633	rhtC_2		COG1280	Threonine efflux protein
ILNFNBCO_04277	CDS	276				hypothetical protein
ILNFNBCO_04278	CDS	1587	prpR		COG1221	Propionate catabolism operon regulatory protein
ILNFNBCO_04279	CDS	891	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
ILNFNBCO_04280	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
ILNFNBCO_04281	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
ILNFNBCO_04282	CDS	1887	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
ILNFNBCO_04283	CDS	417	tfaE_2			Prophage tail fiber assembly protein TfaE
ILNFNBCO_04284	misc_RNA	199				IS009
ILNFNBCO_04285	CDS	573	cysE_3	2.3.1.30		Serine acetyltransferase
ILNFNBCO_04286	CDS	489				hypothetical protein
ILNFNBCO_04287	CDS	702				hypothetical protein
ILNFNBCO_04288	CDS	2091				hypothetical protein
ILNFNBCO_04289	CDS	366				hypothetical protein
ILNFNBCO_04290	CDS	513				hypothetical protein
ILNFNBCO_04291	CDS	1185	gpFI_2			Putative prophage major tail sheath protein
ILNFNBCO_04292	CDS	324				hypothetical protein
ILNFNBCO_04293	CDS	1035			COG2826	IS30 family transposase IS30
ILNFNBCO_04294	tRNA	87				tRNA-Leu(taa)
ILNFNBCO_04295	tRNA	74				tRNA-Cys(gca)
ILNFNBCO_04296	tRNA	76				tRNA-Gly(gcc)
ILNFNBCO_04297	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
ILNFNBCO_04298	CDS	1833	uvrC		COG0322	UvrABC system protein C
ILNFNBCO_04299	CDS	657	uvrY		COG2197	Response regulator UvrY
ILNFNBCO_04300	CDS	225				hypothetical protein
ILNFNBCO_04301	CDS	723	sdiA		COG2771	Regulatory protein SdiA
ILNFNBCO_04302	CDS	753	artM_2		COG1126	Arginine transport ATP-binding protein ArtM
ILNFNBCO_04303	CDS	669	yecS		COG0765	L-cystine transport system permease protein YecS
ILNFNBCO_04304	CDS	987	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
ILNFNBCO_04305	CDS	858	fliY		COG0834	L-cystine-binding protein FliY
ILNFNBCO_04306	CDS	552	fliZ			Regulator of sigma S factor FliZ
